band,start,end
http://dbpedia.org/resource/Edguy,"1992","1992"
http://dbpedia.org/resource/Starcastle,"1969","1987"
http://dbpedia.org/resource/Joy_Division,"1976","1980"
http://dbpedia.org/resource/In_the_Woods...,"1992","2000"
http://dbpedia.org/resource/Breakfast_with_Amy,"1986","1992"
http://dbpedia.org/resource/Era_(musical_project),"1996","1996"
http://dbpedia.org/resource/Alvin_and_the_Chipmunks,"1958","1972"
http://dbpedia.org/resource/Lipps_Inc.,"1979","1985"
http://dbpedia.org/resource/Little_Feat,"1969","1979"
http://dbpedia.org/resource/Teräsbetoni,"2002","2002"
http://dbpedia.org/resource/The_Demics,"1977","1980"
http://dbpedia.org/resource/The_Party_(band),"1990","1993"
http://dbpedia.org/resource/Ascension_of_the_Watchers,"2001","2001"
http://dbpedia.org/resource/Echoes_of_Eternity,"2005","2013"
http://dbpedia.org/resource/Optimus_Rhyme,"2000","2008"
http://dbpedia.org/resource/False_Alarm_(band),"1982","1982"
http://dbpedia.org/resource/Jasper_Wrath,"1969","1971"
http://dbpedia.org/resource/Tank_(band),"1980","1989"
http://dbpedia.org/resource/Dynasty_(band),"1978","1989"
http://dbpedia.org/resource/Chin_Up_Chin_Up,"2001","2009"
http://dbpedia.org/resource/Oceana_(band),"2007","2007"
http://dbpedia.org/resource/Glamour_of_the_Kill,"2007","2015"
http://dbpedia.org/resource/Your_Demise,"2003","2014"
http://dbpedia.org/resource/After_the_Fire,"1974","1982"
http://dbpedia.org/resource/Early_Day_Miners,"1999","1999"
http://dbpedia.org/resource/Autopsy_(band),"1987","1995"
http://dbpedia.org/resource/Day26,"2007","2007"
http://dbpedia.org/resource/Wrathchild,"1980","1990"
http://dbpedia.org/resource/Rumpletilskinz,"1991","1993"
http://dbpedia.org/resource/Orphanage_(band),"1993","2005"
http://dbpedia.org/resource/Seventh_Angel,"1987","1992"
http://dbpedia.org/resource/Red_Guitars,"1982","1986"
http://dbpedia.org/resource/Averse_Sefira,"1996","2012"
http://dbpedia.org/resource/The_Veils,"2001","2001"
http://dbpedia.org/resource/Black_Randy_and_the_Metrosquad,"1977","1982"
http://dbpedia.org/resource/Cherry_Ghost,"2005","2005"
http://dbpedia.org/resource/Doves_(band),"1998","2010"
http://dbpedia.org/resource/Los_Prisioneros,"1979","1991"
http://dbpedia.org/resource/Girl_Next_Door_(band),"2008","2013"
http://dbpedia.org/resource/Air_Formation,"1998","1998"
http://dbpedia.org/resource/Balkan_Beat_Box,"2003","2003"
http://dbpedia.org/resource/Sex_Gang_Children,"1981","1984"
http://dbpedia.org/resource/Everything_but_the_Girl,"1982","2000"
http://dbpedia.org/resource/Richie_Ray_&_Bobby_Cruz,"1964","1964"
http://dbpedia.org/resource/Warpig_(band),"1968","1975"
http://dbpedia.org/resource/And_Then_There_Were_None_(band),"2003","2010"
http://dbpedia.org/resource/Asking_Alexandria,"2003","2003"
http://dbpedia.org/resource/Immortal_(band),"1990","2003"
http://dbpedia.org/resource/Murderdolls,"2002","2004"
http://dbpedia.org/resource/The_Octopus_Project,"1999","1999"
http://dbpedia.org/resource/CunninLynguists,"2000","2000"
http://dbpedia.org/resource/Polar_Bear_Club,"2005","2014"
http://dbpedia.org/resource/Play_(group),"2001","2005"
http://dbpedia.org/resource/Surface_(band),"1983","1983"
http://dbpedia.org/resource/Pleasure_(American_band),"1972","1982"
http://dbpedia.org/resource/Michael_Schenker_Group,"1979","1979"
http://dbpedia.org/resource/Half_Man_Half_Biscuit,"1984","1986"
http://dbpedia.org/resource/Urusei_Yatsura_(band),"1993","2001"
http://dbpedia.org/resource/The_Main_Ingredient_(band),"1964","1977"
http://dbpedia.org/resource/Poisoned_Electrick_Head,"1986","1998"
http://dbpedia.org/resource/The_Eyes_of_a_Traitor,"2006","2015"
http://dbpedia.org/resource/AJJ_(band),"2004","2004"
http://dbpedia.org/resource/Those_Dancing_Days,"2005","2011"
http://dbpedia.org/resource/Chilliwack_(band),"1970","1988"
http://dbpedia.org/resource/Heller_(band),"1985","1985"
http://dbpedia.org/resource/Invisible_(band),"1973","1973"
http://dbpedia.org/resource/Assemblage_23,"1988","1988"
http://dbpedia.org/resource/Buckcherry,"1995","2002"
http://dbpedia.org/resource/Godley_&_Creme,"1977","1977"
http://dbpedia.org/resource/Pieces_of_a_Dream_(band),"1976","1976"
http://dbpedia.org/resource/Clouddead,"1999","2004"
http://dbpedia.org/resource/The_Family_(band),"1985","1987"
http://dbpedia.org/resource/TGT_(group),"2007","2015"
http://dbpedia.org/resource/The_Cheetah_Girls_(group),"2003","2008"
http://dbpedia.org/resource/Vedera,"2004","2011"
http://dbpedia.org/resource/Phi_Life_Cypher,"1996","2012"
http://dbpedia.org/resource/Idoling!!!,"2006","2015"
http://dbpedia.org/resource/Survivor_(band),"1978","1988"
http://dbpedia.org/resource/Bleeding_Through,"1999","2014"
http://dbpedia.org/resource/Dirty_Vegas,"2001","2005"
http://dbpedia.org/resource/Bros,"1986","1992"
http://dbpedia.org/resource/Teenage_Fanclub,"1989","1989"
http://dbpedia.org/resource/Da_Youngsta's,"1991","2001"
http://dbpedia.org/resource/Barrabás,"1971","1978"
http://dbpedia.org/resource/Dawn_of_Relic,"1993","1993"
http://dbpedia.org/resource/SSQ_(band),"1983","1988"
http://dbpedia.org/resource/Zion_I,"1996","1996"
http://dbpedia.org/resource/Kino_(band),"1981","1990"
http://dbpedia.org/resource/Hop_Along,"2005","2005"
http://dbpedia.org/resource/Con_Funk_Shun,"1969","1986"
http://dbpedia.org/resource/Brother_Phelps,"1992","1995"
http://dbpedia.org/resource/Aurora_(Christian_band),"2000","2000"
http://dbpedia.org/resource/Dispatch_(band),"1996","1996"
http://dbpedia.org/resource/Supertramp,"1969","1969"
http://dbpedia.org/resource/Xmal_Deutschland,"1980","1990"
http://dbpedia.org/resource/The_Three_O'Clock,"1981","1988"
http://dbpedia.org/resource/Kerber,"1981","1981"
http://dbpedia.org/resource/Gillan_(band),"1978","1982"
http://dbpedia.org/resource/Fun_People,"1989","1989"
http://dbpedia.org/resource/Lambchop_(band),"1986","1986"
http://dbpedia.org/resource/The_Darling_Buds,"1986","1986"
http://dbpedia.org/resource/Power_Quest,"2001","2013"
http://dbpedia.org/resource/Econoline_Crush,"1992","2001"
http://dbpedia.org/resource/The_D4,"1998","2006"
http://dbpedia.org/resource/Cleopatra_(band),"1998","2001"
http://dbpedia.org/resource/Faithless,"1995","1995"
http://dbpedia.org/resource/Trapeze_(band),"1969","1969"
http://dbpedia.org/resource/Carnivore_(band),"1982","1987"
http://dbpedia.org/resource/No_Fun_at_All,"1991","1991"
http://dbpedia.org/resource/The_Tender_Box,"2006","2012"
http://dbpedia.org/resource/Gorefest,"1989","1989"
http://dbpedia.org/resource/Katsu_(band),"2001","2001"
http://dbpedia.org/resource/Fields_of_the_Nephilim,"1984","1991"
http://dbpedia.org/resource/Inside_Out_(band),"1988","1991"
http://dbpedia.org/resource/ELO_Part_II,"1989","2000"
http://dbpedia.org/resource/Shellac_(band),"1992","1992"
http://dbpedia.org/resource/UGK,"1987","2007"
http://dbpedia.org/resource/Max_Webster,"1973","1982"
http://dbpedia.org/resource/2wo,"1996","1996"
http://dbpedia.org/resource/Thrush_Hermit,"1992","1992"
http://dbpedia.org/resource/The_Cooper_Temple_Clause,"1998","2007"
http://dbpedia.org/resource/Turmion_Kätilöt,"2003","2012"
http://dbpedia.org/resource/Strange_Advance,"1982","1982"
http://dbpedia.org/resource/Second_Person_(band),"2001","2011"
http://dbpedia.org/resource/The_Valley_(band),"2005","2005"
http://dbpedia.org/resource/Switchblade_Symphony,"1989","1999"
http://dbpedia.org/resource/Abramelin_(band),"1988","2002"
http://dbpedia.org/resource/Blue_Murder_(band),"1988","1994"
http://dbpedia.org/resource/Dead_Can_Dance,"1981","1998"
http://dbpedia.org/resource/Angra_(band),"1991","1991"
http://dbpedia.org/resource/The_Word_Alive,"2008","2008"
http://dbpedia.org/resource/Earth_(American_band),"1989","1989"
http://dbpedia.org/resource/Firewind,"1998","1998"
http://dbpedia.org/resource/Grinderman,"2006","2011"
http://dbpedia.org/resource/Despised_Icon,"2002","2002"
http://dbpedia.org/resource/Jinn_(band),"2003","2003"
http://dbpedia.org/resource/Face_to_Face_(punk_band),"1991","2004"
http://dbpedia.org/resource/We_Are_the_Ocean,"2007","2007"
http://dbpedia.org/resource/Black_Tide,"2004","2016"
http://dbpedia.org/resource/Diamond_Head_(band),"1976","1985"
http://dbpedia.org/resource/Jefferson_Starship,"1970","1970"
http://dbpedia.org/resource/TNT_(band),"1982","1992"
http://dbpedia.org/resource/98_Degrees,"1997","1997"
http://dbpedia.org/resource/New_Riders_of_the_Purple_Sage,"1969","1969"
http://dbpedia.org/resource/The_Nolans,"1974","2005"
http://dbpedia.org/resource/FemBots,"1998","1998"
http://dbpedia.org/resource/White_Heart,"1982","1997"
http://dbpedia.org/resource/Leatherface_(band),"1988","1994"
http://dbpedia.org/resource/The_Sea_and_Cake,"1994","2004"
http://dbpedia.org/resource/Beartooth_(band),"2012","2012"
http://dbpedia.org/resource/Cream_(band),"1993","1993"
http://dbpedia.org/resource/Wild_Horses_(British_band),"1978","1981"
http://dbpedia.org/resource/Madina_Lake,"2005","2005"
http://dbpedia.org/resource/The_Microphones,"1996","2003"
http://dbpedia.org/resource/It_Dies_Today,"2001","2015"
http://dbpedia.org/resource/Mayhem_(band),"1984","1984"
http://dbpedia.org/resource/The_Allman_Brothers_Band,"1969","1976"
http://dbpedia.org/resource/Camper_Van_Beethoven,"1983","1990"
http://dbpedia.org/resource/Blue_Zoo,"1980","1985"
http://dbpedia.org/resource/Panda_(band),"1996","2016"
http://dbpedia.org/resource/Blondie_(band),"1974","1982"
http://dbpedia.org/resource/Junoon_(band),"1990","2005"
http://dbpedia.org/resource/Killing_Joke,"1978","1996"
http://dbpedia.org/resource/Zabranjeno_Pušenje,"1980","1990"
http://dbpedia.org/resource/Running_Wild_(band),"1976","2009"
http://dbpedia.org/resource/The_Ruts,"1977","1983"
http://dbpedia.org/resource/Cursive_(band),"1995","1998"
http://dbpedia.org/resource/Eighteen_Visions,"1995","1995"
http://dbpedia.org/resource/Cute_(Japanese_idol_group),"2005","2017"
http://dbpedia.org/resource/Sadie_(band),"2005","2005"
http://dbpedia.org/resource/Do_Make_Say_Think,"1995","1995"
http://dbpedia.org/resource/Analogy_(band),"1972","1974"
http://dbpedia.org/resource/Dis-n-Dat,"1993","1995"
http://dbpedia.org/resource/Krezip,"1997","1997"
http://dbpedia.org/resource/South_Circle,"1995","1997"
http://dbpedia.org/resource/Be-Bop_Deluxe,"1972","1978"
http://dbpedia.org/resource/Gypsy_(band),"1969","1975"
http://dbpedia.org/resource/Pentangle_(band),"1968","1973"
http://dbpedia.org/resource/Noah_and_the_Whale,"2006","2015"
http://dbpedia.org/resource/Hellhammer,"1981","1984"
http://dbpedia.org/resource/Tokyo_Jihen,"2003","2003"
http://dbpedia.org/resource/2nd_Chapter_of_Acts,"1973","1988"
http://dbpedia.org/resource/Ange,"1969","1995"
http://dbpedia.org/resource/The_Blow_Monkeys,"1981","1990"
http://dbpedia.org/resource/The_Louvin_Brothers,"0004","0004"
http://dbpedia.org/resource/The_Supremes,"1959","1977"
http://dbpedia.org/resource/Psyclon_Nine,"1999","2010"
http://dbpedia.org/resource/Kalafina,"2007","2007"
http://dbpedia.org/resource/Love_Unlimited,"1969","1985"
http://dbpedia.org/resource/Mad_at_the_World,"1987","1998"
http://dbpedia.org/resource/Hatfield_and_the_North,"1974","1975"
http://dbpedia.org/resource/The_Call_(band),"1980","2000"
http://dbpedia.org/resource/The_Donnas,"1993","2012"
http://dbpedia.org/resource/ABBA,"1972","1982"
http://dbpedia.org/resource/Close_Your_Eyes_(band),"2005","2015"
http://dbpedia.org/resource/Ruins_(Japanese_band),"1985","1985"
http://dbpedia.org/resource/Shadowfax_(band),"1972","1995"
http://dbpedia.org/resource/Vampire_Rodents,"1989","1996"
http://dbpedia.org/resource/Color_Me_Badd,"1987","1998"
http://dbpedia.org/resource/Luna_Mortis,"2001","2010"
http://dbpedia.org/resource/Fat_Truckers,"2000","2004"
http://dbpedia.org/resource/The_Clarks,"1986","1986"
http://dbpedia.org/resource/Rifle_Sport,"1982","1995"
http://dbpedia.org/resource/Missing_Persons_(band),"1980","1986"
http://dbpedia.org/resource/The_Breeders,"1989","1995"
http://dbpedia.org/resource/Rustic_Overtones,"1993","2002"
http://dbpedia.org/resource/Dark_Latin_Groove,"1995","2000"
http://dbpedia.org/resource/Adequate_Seven,"2000","2006"
http://dbpedia.org/resource/Antony_and_the_Johnsons,"1995","2015"
http://dbpedia.org/resource/Culture_Club,"1981","1986"
http://dbpedia.org/resource/Hughes_Turner_Project,"2001","2004"
http://dbpedia.org/resource/Sam_Gopal,"1966","1970"
http://dbpedia.org/resource/Girl_Authority,"2005","2010"
http://dbpedia.org/resource/Kris_Kross,"1991","2001"
http://dbpedia.org/resource/Fushitsusha,"1978","2001"
http://dbpedia.org/resource/Haywire_(band),"1982","1982"
http://dbpedia.org/resource/Mtume,"1978","1986"
http://dbpedia.org/resource/The_Hope_Blister,"1997","1999"
http://dbpedia.org/resource/Rip_Rig_+_Panic,"1980","1983"
http://dbpedia.org/resource/Dzeltenie_Pastnieki,"1981","1987"
http://dbpedia.org/resource/Lifelover,"2005","2011"
http://dbpedia.org/resource/Epidemic_(band),"1987","1994"
http://dbpedia.org/resource/The_Lemon_Pipers,"1966","1969"
http://dbpedia.org/resource/The_Electric_Flag,"1967","1967"
http://dbpedia.org/resource/Gregorian_(band),"1991","1991"
http://dbpedia.org/resource/Trebol_Clan,"1997","2010"
http://dbpedia.org/resource/Dodgy,"1990","1990"
http://dbpedia.org/resource/F.I.R.,"2004","2004"
http://dbpedia.org/resource/Patricio_Rey_y_sus_Redonditos_de_Ricota,"1976","2001"
http://dbpedia.org/resource/The_Courage,"2008","2011"
http://dbpedia.org/resource/Marcus_Hook_Roll_Band,"1972","1974"
http://dbpedia.org/resource/Lynyrd_Skynyrd,"1964","1964"
http://dbpedia.org/resource/Fahrenheit_(Taiwanese_band),"2005","2005"
http://dbpedia.org/resource/Hacavitz_(band),"2003","2010"
http://dbpedia.org/resource/Iron_Butterfly,"1966","1971"
http://dbpedia.org/resource/Godiego,"1975","1985"
http://dbpedia.org/resource/The_Saw_Doctors,"1986","2013"
http://dbpedia.org/resource/Sin_Bandera,"2000","2008"
http://dbpedia.org/resource/Maybeshewill,"2005","2016"
http://dbpedia.org/resource/Van_Gogh_(band),"1986","1986"
http://dbpedia.org/resource/Reverend_Bizarre,"1995","2007"
http://dbpedia.org/resource/The_Baldwin_Brothers,"1983","1983"
http://dbpedia.org/resource/Great_Big_Sea,"1993","2013"
http://dbpedia.org/resource/Kool_&_the_Gang,"1964","1964"
http://dbpedia.org/resource/The_Rippingtons,"1986","1986"
http://dbpedia.org/resource/Xandria,"1997","1997"
http://dbpedia.org/resource/The_Exies,"1997","2010"
http://dbpedia.org/resource/Only_Crime,"2003","2003"
http://dbpedia.org/resource/Handsome_Furs,"2006","2006"
http://dbpedia.org/resource/Guy_(band),"1987","1991"
http://dbpedia.org/resource/Physical_Therapy_(band),"1992","1992"
http://dbpedia.org/resource/Free_Kitten,"1992","1997"
http://dbpedia.org/resource/Burnt_by_the_Sun_(band),"1999","2009"
http://dbpedia.org/resource/Vallejo_(band),"1994","1994"
http://dbpedia.org/resource/Fluffy_(band),"1994","1998"
http://dbpedia.org/resource/Error_(band),"2003","2003"
http://dbpedia.org/resource/The_Mammals,"2000","2008"
http://dbpedia.org/resource/Chakra_(band),"1999","2006"
http://dbpedia.org/resource/Nothingface,"1993","2004"
http://dbpedia.org/resource/Fun_Boy_Three,"1981","1983"
http://dbpedia.org/resource/Showbiz_and_A.G.,"1990","1990"
http://dbpedia.org/resource/The_Jazztet,"1959","1962"
http://dbpedia.org/resource/Material_(band),"1979","1999"
http://dbpedia.org/resource/Slo_Burn,"1996","1997"
http://dbpedia.org/resource/Le_Tigre,"1998","2011"
http://dbpedia.org/resource/Clawfinger,"1989","2013"
http://dbpedia.org/resource/Tora_Tora,"1985","1994"
http://dbpedia.org/resource/Anderson_Bruford_Wakeman_Howe,"1988","1990"
http://dbpedia.org/resource/The_Grand_Opening,"1999","1999"
http://dbpedia.org/resource/Chameleon_Circuit_(band),"2008","2014"
http://dbpedia.org/resource/Infadels,"2003","2012"
http://dbpedia.org/resource/D.D.E._(band),"1992","1992"
http://dbpedia.org/resource/Virgin_Prunes,"1977","1986"
http://dbpedia.org/resource/The_Gates_of_Slumber,"1997","2013"
http://dbpedia.org/resource/Green_Carnation,"1990","1991"
http://dbpedia.org/resource/Human_Drama,"1985","2005"
http://dbpedia.org/resource/Headstrong_(band),"1998","1998"
http://dbpedia.org/resource/Månegarm,"1995","1995"
http://dbpedia.org/resource/Minimoni,"2000","2000"
http://dbpedia.org/resource/Chasing_Furies,"1997","1997"
http://dbpedia.org/resource/YU_Grupa,"1970","1970"
http://dbpedia.org/resource/Johnny_Flynn_&_The_Sussex_Wit,"2006","2006"
http://dbpedia.org/resource/Flattbush,"1994","1994"
http://dbpedia.org/resource/Chocolate_USA,"1989","1989"
http://dbpedia.org/resource/The_Business_(band),"1979","1988"
http://dbpedia.org/resource/Love_Spit_Love,"1992","2000"
http://dbpedia.org/resource/Blossom_Toes,"1967","1969"
http://dbpedia.org/resource/Lahannya,"1998","1998"
http://dbpedia.org/resource/Life_Without_Buildings,"1999","1999"
http://dbpedia.org/resource/Bundle_of_Hiss,"1980","1980"
http://dbpedia.org/resource/Anathallo,"2000","2009"
http://dbpedia.org/resource/Off_Minor,"1999","1999"
http://dbpedia.org/resource/Demoniac,"1993","1993"
http://dbpedia.org/resource/Bonham_(band),"1989","1997"
http://dbpedia.org/resource/The_Last_Poets,"1968","1968"
http://dbpedia.org/resource/Garage_A_Trois,"1998","1998"
http://dbpedia.org/resource/Earth_Opera,"1967","1969"
http://dbpedia.org/resource/Samla_Mammas_Manna,"1969","1980"
http://dbpedia.org/resource/The_Almighty_RSO,"1986","1998"
http://dbpedia.org/resource/Demon_Fuzz,"1968","1972"
http://dbpedia.org/resource/Crown_of_Creation_(band),"1985","1998"
http://dbpedia.org/resource/Hilly_Eye,"2009","2009"
http://dbpedia.org/resource/The_Subdudes,"1987","1996"
http://dbpedia.org/resource/The_Honeydrippers,"1981","1985"
http://dbpedia.org/resource/A_Dozen_Furies,"2004","2006"
http://dbpedia.org/resource/Pressure_4-5,"1998","1998"
http://dbpedia.org/resource/Loveless_(American_band),"2001","2004"
http://dbpedia.org/resource/Wizardzz,"2006","2006"
http://dbpedia.org/resource/Post_Regiment,"1986","1986"
http://dbpedia.org/resource/The_Panic_Channel,"2004","2004"
http://dbpedia.org/resource/Cassino_(band),"2005","2005"
http://dbpedia.org/resource/Leaves_(Icelandic_band),"2000","2000"
http://dbpedia.org/resource/Days_Away,"1998","2008"
http://dbpedia.org/resource/Curt_Haagers,"1966","2006"
http://dbpedia.org/resource/Fernandoz,"1986","1986"
http://dbpedia.org/resource/Count_Five,"1964","1969"
http://dbpedia.org/resource/Loppybogymi,"1988","1994"
http://dbpedia.org/resource/Teenage_Jesus_and_the_Jerks,"1976","1979"
http://dbpedia.org/resource/Tuesday_(band),"1996","1998"
http://dbpedia.org/resource/Shanks_&_Bigfoot,"1997","2001"
http://dbpedia.org/resource/Littl'ans,"2004","2004"
http://dbpedia.org/resource/Bulletproof_Stockings,"2011","2016"
http://dbpedia.org/resource/Pacific_Gas_&_Electric_(band),"1967","1973"
http://dbpedia.org/resource/The_Corn_Sisters,"1998","2002"
http://dbpedia.org/resource/Girl_Monstar,"1988","1993"
http://dbpedia.org/resource/Dream_Street,"1999","2002"
http://dbpedia.org/resource/The_Flames,"1963","1970"
http://dbpedia.org/resource/Major_Figgas,"1999","2001"
http://dbpedia.org/resource/Fear_of_Pop,"1997","1997"
http://dbpedia.org/resource/Single_Gun_Theory,"1986","2001"
http://dbpedia.org/resource/Kōenji_Hyakkei,"1991","1991"
http://dbpedia.org/resource/Vaakevandring,"1996","2007"
http://dbpedia.org/resource/The_Rosso_Sisters,"2013","2015"
http://dbpedia.org/resource/9xdead,"1998","2013"
http://dbpedia.org/resource/Army_of_Me_(band),"2001","2010"
http://dbpedia.org/resource/Small_Brown_Bike,"1996","1996"
http://dbpedia.org/resource/Fools_Dance,"1983","1983"
http://dbpedia.org/resource/Lanemeyer,"1997","1997"
http://dbpedia.org/resource/Eulogies_(band),"2008","2012"
http://dbpedia.org/resource/The_Faders,"2004","2006"
http://dbpedia.org/resource/Isocracy_(band),"1986","1988"
http://dbpedia.org/resource/Cabine_C,"1984","1987"
http://dbpedia.org/resource/Master_(Russian_band),"1987","1987"
http://dbpedia.org/resource/Majical_Cloudz,"2010","2016"
http://dbpedia.org/resource/The_Units,"1978","1984"
http://dbpedia.org/resource/Sqeezer,"1995","1999"
http://dbpedia.org/resource/The_Shadows_of_Knight,"1964","1975"
http://dbpedia.org/resource/The_Groggers,"2010","2012"
http://dbpedia.org/resource/Rosemary's_Babies,"1980","1980"
http://dbpedia.org/resource/Stormtroopers_of_Death,"1985","1986"
http://dbpedia.org/resource/Slint,"1986","1990"
http://dbpedia.org/resource/Envy_(band),"1992","1992"
http://dbpedia.org/resource/Mamonas_Assassinas,"1995","1996"
http://dbpedia.org/resource/The_Blue_Hearts,"1985","1995"
http://dbpedia.org/resource/3rd_Bass,"1987","1992"
http://dbpedia.org/resource/Eternal_Lord,"2005","2008"
http://dbpedia.org/resource/Fimbulwinter_(band),"1992","1994"
http://dbpedia.org/resource/City_Sleeps,"2004","2013"
http://dbpedia.org/resource/Eternal_(band),"1992","2000"
http://dbpedia.org/resource/Science_Faxtion,"2007","2007"
http://dbpedia.org/resource/Ebba_Grön,"1977","1983"
http://dbpedia.org/resource/Starship_(band),"1984","1990"
http://dbpedia.org/resource/The_Hidden_Cameras,"2001","2001"
http://dbpedia.org/resource/The_Brides_of_Funkenstein,"1978","1981"
http://dbpedia.org/resource/Midnight_Juggernauts,"2004","2004"
http://dbpedia.org/resource/Claw_Boys_Claw,"1983","1997"
http://dbpedia.org/resource/Once_Nothing,"2000","2009"
http://dbpedia.org/resource/Tadpoles_(band),"1990","2000"
http://dbpedia.org/resource/Bell_Orchestre,"2002","2002"
http://dbpedia.org/resource/Mi-Sex,"1978","1985"
http://dbpedia.org/resource/Mono_Band,"2004","2004"
http://dbpedia.org/resource/Panic_Channel,"2002","2010"
http://dbpedia.org/resource/Selena_Gomez_&_the_Scene,"2008","2012"
http://dbpedia.org/resource/Jet_(band),"2001","2012"
http://dbpedia.org/resource/Balmorhea_(band),"2006","2006"
http://dbpedia.org/resource/The_5.6.7.8's,"1986","1986"
http://dbpedia.org/resource/Kylesa,"2001","2016"
http://dbpedia.org/resource/Lowrider_(Swedish_band),"0090","0090"
http://dbpedia.org/resource/Noiseworks,"1986","1992"
http://dbpedia.org/resource/Rachel_Stamp,"1994","1994"
http://dbpedia.org/resource/Barkmarket,"1987","1997"
http://dbpedia.org/resource/Megadeth,"1983","2002"
http://dbpedia.org/resource/Forbidden_(band),"1985","1997"
http://dbpedia.org/resource/Paria_(band),"2001","2010"
http://dbpedia.org/resource/Avantasia,"1999","2002"
http://dbpedia.org/resource/Nevermore,"1991","2011"
http://dbpedia.org/resource/Killdozer_(band),"1983","1996"
http://dbpedia.org/resource/Japanther,"2001","2001"
http://dbpedia.org/resource/The_Tough_Alliance,"2001","2009"
http://dbpedia.org/resource/Triumph_(band),"1975","1993"
http://dbpedia.org/resource/Thirteen_Senses,"2001","2001"
http://dbpedia.org/resource/Duice,"1992","1995"
http://dbpedia.org/resource/Los_Twist,"1982","1988"
http://dbpedia.org/resource/Calle_13_(band),"2004","2015"
http://dbpedia.org/resource/Clem_Snide,"1991","2007"
http://dbpedia.org/resource/Scatter_the_Ashes,"2001","2006"
http://dbpedia.org/resource/Brokencyde,"2006","2006"
http://dbpedia.org/resource/The_Long_Lost,"1998","1998"
http://dbpedia.org/resource/New_Medicine,"2009","2015"
http://dbpedia.org/resource/Only_Living_Witness,"1989","1995"
http://dbpedia.org/resource/The_Bobby_Fuller_Four,"1962","1966"
http://dbpedia.org/resource/Stray_from_the_Path,"2001","2001"
http://dbpedia.org/resource/Skinny_Puppy,"1982","1995"
http://dbpedia.org/resource/Kaizers_Orchestra,"2000","2013"
http://dbpedia.org/resource/Blue_Mountain_(band),"1993","2001"
http://dbpedia.org/resource/Pure_Prairie_League,"1970","1988"
http://dbpedia.org/resource/The_Nels_Cline_Singers,"2001","2001"
http://dbpedia.org/resource/Black_Country_Communion,"2009","2013"
http://dbpedia.org/resource/Electrafixion,"1994","1994"
http://dbpedia.org/resource/Oceano_(band),"2006","2006"
http://dbpedia.org/resource/Wolfsbane_(band),"1984","1994"
http://dbpedia.org/resource/Deadsy,"1995","2007"
http://dbpedia.org/resource/Pedro_the_Lion,"1995","2006"
http://dbpedia.org/resource/Maze_(band),"1976","1976"
http://dbpedia.org/resource/Moist_(Canadian_band),"1992","2001"
http://dbpedia.org/resource/Memento_(band),"2001","2007"
http://dbpedia.org/resource/Steeleye_Span,"1969","1978"
http://dbpedia.org/resource/Staple_(band),"2000","2000"
http://dbpedia.org/resource/RTZ_(band),"1989","1989"
http://dbpedia.org/resource/Born_of_Osiris,"2003","2003"
http://dbpedia.org/resource/Harlem_World_(group),"1998","1999"
http://dbpedia.org/resource/The_Fiery_Furnaces,"2000","2000"
http://dbpedia.org/resource/Anthem_(band),"1980","1992"
http://dbpedia.org/resource/Califone,"1997","1997"
http://dbpedia.org/resource/JamisonParker,"2003","2003"
http://dbpedia.org/resource/Pousette-Dart_Band,"1973","1981"
http://dbpedia.org/resource/Diatribe_(band),"1991","1997"
http://dbpedia.org/resource/The_Sylvers,"1971","1985"
http://dbpedia.org/resource/The_Del-Lords,"1982","1982"
http://dbpedia.org/resource/The_Starting_Line,"1999","2008"
http://dbpedia.org/resource/Jennifer_Knapp,"1994","2003"
http://dbpedia.org/resource/The_Enid,"1973","1999"
http://dbpedia.org/resource/Neuroticfish,"1998","2008"
http://dbpedia.org/resource/Sunn_O))),"1998","1998"
http://dbpedia.org/resource/Centro-Matic,"1995","2014"
http://dbpedia.org/resource/Rythem,"2003","2003"
http://dbpedia.org/resource/Crease_(band),"1994","2006"
http://dbpedia.org/resource/Faster_Pussycat,"1985","1985"
http://dbpedia.org/resource/The_Fashion,"2002","2002"
http://dbpedia.org/resource/Levellers_(band),"1988","1988"
http://dbpedia.org/resource/Praxis_(band),"1984","2011"
http://dbpedia.org/resource/The_Electric_Soft_Parade,"2001","2008"
http://dbpedia.org/resource/Ars_Nova_(Japanese_band),"1983","1983"
http://dbpedia.org/resource/Madball,"1988","2001"
http://dbpedia.org/resource/The_Long_Ryders,"1983","1987"
http://dbpedia.org/resource/The_Grapes_(band),"1986","1997"
http://dbpedia.org/resource/The_Detroit_Cobras,"1994","1994"
http://dbpedia.org/resource/Virginia_Coalition,"1997","1997"
http://dbpedia.org/resource/X-Ray_Spex,"1976","1979"
http://dbpedia.org/resource/The_Rosebuds,"2001","2001"
http://dbpedia.org/resource/The_Streets,"1994","2011"
http://dbpedia.org/resource/999_(band),"1977","1982"
http://dbpedia.org/resource/Nocturnal_Projections,"1981","1983"
http://dbpedia.org/resource/Steelheart,"1990","1990"
http://dbpedia.org/resource/Beyond_Dawn,"1990","2003"
http://dbpedia.org/resource/Martha_and_the_Vandellas,"1957","1972"
http://dbpedia.org/resource/Total_(group),"1994","2000"
http://dbpedia.org/resource/Pablo_Cruise,"1973","1973"
http://dbpedia.org/resource/Rich_Kids_on_LSD,"1982","1989"
http://dbpedia.org/resource/Deepest_Blue,"2002","2005"
