album_id,year_id
1462,39
1463,27
1456,41
1464,53
1466,25
1467,39
1469,39
1470,39
1471,39
1472,45
1473,44
1474,45
1475,50
1466,25
1476,39
1477,11
1478,51
1479,20
1480,28
1447,26
1483,48
1484,48
1485,15
1486,26
1487,23
1487,23
1488,15
1489,5
1490,12
1491,8
1492,29
1493,9
1494,9
1495,2
1496,15
1497,0
1498,16
1499,17
1500,5
1501,21
1502,36
1503,19
1504,31
1505,15
1506,1
1507,29
1508,7
1509,12
1510,15
1511,35
1512,16
1514,5
1515,46
1515,46
1511,35
1516,45
1517,43
1514,5
1518,6
1519,15
1515,46
1506,1
1520,12
1521,27
1522,9
1518,6
1523,20
1525,4
1526,54
1510,15
1527,24
1528,41
1506,1
1529,28
1505,15
1510,15
1506,1
1517,43
1530,23
1531,1
1532,3
1514,5
1533,15
1518,8
1534,31
1520,12
1521,27
1521,27
1535,0
1514,5
1536,2
1505,15
1505,15
1537,24
1510,15
1510,15
1518,8
1534,31
1538,54
1539,0
1540,5
1540,5
1541,2
1542,33
1543,0
1544,30
1545,27
1546,18
1547,24
1548,11
1549,46
1550,44
1551,0
1552,5
1553,7
1553,7
1553,7
1554,46
1555,33
1556,4
1557,2
1558,5
1559,21
1560,33
1561,25
1562,46
1563,7
1564,33
1565,5
1566,24
1553,7
1553,7
1567,25
1568,33
1569,27
1570,21
1571,46
1572,9
1539,0
1573,27
1553,7
1574,5
1574,5
1575,46
1576,33
1577,27
1578,26
1563,7
1579,9
1580,26
1581,19
1553,7
1582,9
1583,40
1584,5
1553,7
1553,7
1585,9
1586,40
1587,9
1588,15
1589,28
1590,28
1591,22
1539,0
1540,5
1553,7
1553,7
1553,7
1553,7
1592,2
1593,44
1594,13
1595,25
1596,5
1597,5
1553,7
1598,44
1599,2
1600,26
1601,25
1602,19
1603,34
1604,27
1605,9
1606,3
1607,4
1608,9
1609,26
1610,33
1611,7
1612,2
1613,44
1614,9
1615,5
1616,5
1539,0
1573,27
1566,24
1553,7
1553,7
1617,27
1618,33
1619,5
1575,46
1547,24
1620,27
1621,16
1622,6
1621,16
1623,1
1624,23
1625,7
1626,18
1627,23
1628,21
1629,17
1630,28
1631,29
1632,2
1633,26
1634,32
1635,8
1636,11
1637,40
1638,48
1639,31
1640,50
1641,41
1643,45
1644,50
1645,34
1646,38
1647,43
1648,23
1649,28
1650,33
1651,23
1652,10
1653,9
1654,24
1655,33
1656,30
1657,53
1658,25
1659,28
1656,30
1660,15
1660,15
1661,28
1662,42
1659,2
1663,46
1659,28
1664,34
1663,46
1664,34
1656,30
1665,30
1660,15
1666,53
1667,33
1659,28
1659,28
1668,44
1664,34
1656,30
1659,2
1655,33
1656,30
1669,10
1656,30
1656,30
1670,19
1671,5
1672,12
1673,1
1674,15
1675,13
1676,21
1677,6
1678,22
1679,4
1680,1
1680,0
1681,4
1682,0
1683,29
1684,26
1685,10
1686,28
1687,33
1688,12
1689,11
1690,13
1691,31
1692,10
1693,17
1694,36
1698,4
1699,12
1700,2
1701,9
1702,15
1703,7
1704,46
1705,30
1704,46
1704,46
1706,44
1707,51
1708,52
1709,55
1710,32
1711,10
1712,11
1713,10
1714,1
1715,1
1716,19
1718,22
1719,11
1720,23
1721,8
1722,19
1723,8
1724,6
1725,7
1726,2
1727,9
1728,0
1729,22
1730,6
1732,23
1733,23
1734,7
1735,8
1736,19
1737,18
1738,46
1739,29
1740,27
1741,17
1741,17
1742,12
1743,6
1743,16
1741,17
1744,21
1745,37
1747,36
1748,37
1749,35
1750,41
1751,37
1752,13
1753,16
1754,17
1755,13
1756,5
1757,5
1758,3
1759,2
1760,4
1761,4
1762,2
1763,5
1764,0
1765,16
1766,15
1767,2
1768,0
1769,3
1769,5
1770,4
1771,22
1772,0
1773,18
1774,0
1775,12
1775,5
1776,1
1777,16
1778,12
1779,21
1780,16
1781,1
1782,22
1783,15
1784,5
1782,22
1785,15
1786,2
1787,3
1784,5
1788,5
1789,6
1790,2
1782,22
1784,5
1791,11
1792,23
1793,10
1794,15
1795,24
1796,11
1797,11
1798,18
1799,12
1800,46
1801,21
1802,17
1803,41
1804,29
1805,37
1806,7
1807,1
1808,30
1809,3
1810,9
1811,19
1812,28
1810,9
1811,10
1811,19
1813,34
1814,54
1808,30
1815,8
1810,9
1816,14
1817,26
1818,42
1819,18
1820,2
1821,43
1819,18
1810,9
1822,25
1811,10
1823,23
1824,46
1825,6
1826,25
1827,46
1828,53
1829,42
1830,40
1831,1
1832,16
1833,21
1835,12
1836,17
1837,6
1838,18
1839,3
1835,12
1840,4
1836,17
1841,2
1842,4
1843,24
1844,8
1845,18
1846,19
1847,11
1846,19
1844,8
1848,28
1849,22
1850,5
1851,5
1852,15
1853,1
1854,0
1855,21
1856,33
1857,0
1858,19
1856,29
1859,7
1860,9
1861,11
1862,19
1863,18
1864,32
1865,1
1866,12
1867,19
1868,16
1869,22
1870,13
1868,16
1866,12
1871,18
1872,2
1873,3
1874,7
1875,21
1876,19
1877,10
1878,23
1880,29
1881,32
1882,18
1883,25
1884,3
1885,4
1886,24
1887,21
1888,10
1889,15
1890,23
1890,23
1891,0
1892,3
1893,28
1890,23
1888,10
1894,13
1895,7
1893,28
1893,28
1893,28
1896,32
1888,10
1897,12
1898,0
1893,28
1890,23
1890,23
1889,15
1899,18
1888,10
1900,0
1896,32
1901,5
1888,10
1889,15
1902,12
1903,39
1904,50
1905,2
1906,20
1907,31
1908,14
1903,39
1906,20
1903,39
1903,39
1909,21
1910,19
1911,15
1912,0
1913,8
1914,9
1915,7
1911,15
1917,21
1918,12
1919,12
1920,15
1920,17
1921,21
1922,16
1923,1
1924,13
1925,12
1926,21
1927,4
1927,0
1927,1
1927,4
1927,1
1928,1
1929,5
1927,0
1931,28
1932,23
1933,32
1934,19
1935,24
1936,3
1937,12
1938,3
1940,5
1941,0
1942,7
1943,24
1944,23
1945,28
1946,39
1947,11
1948,39
1949,20
1950,31
1951,7
1952,2
1953,0
1954,4
1955,19
1956,1
1957,8
1958,2
1959,7
1960,24
1961,4
1962,1
1954,4
1964,5
1965,5
1966,11
1967,3
1954,4
1969,24
1970,17
1971,8
1960,24
1972,8
1973,23
1974,10
1975,9
1957,8
1976,6
1959,7
1959,7
1979,24
1981,1
1982,2
1982,18
1983,15
1984,1
1984,1
1985,4
1986,19
1987,16
1988,6
1989,21
1990,8
1984,1
1991,21
1987,16
1990,9
1992,0
1984,1
1987,16
1983,15
1986,24
1992,0
1993,1
1981,2
1994,23
1983,15
1986,15
1993,1
1990,4
1992,0
1990,9
1995,12
1996,24
1997,23
1998,27
1999,12
2001,5
2002,5
2003,6
2004,12
2005,13
2006,12
2007,21
2008,21
2009,17
2010,3
2011,18
2012,15
2013,6
2014,6
2015,4
2016,1
2017,5
2018,33
2019,39
2020,23
2021,39
2022,5
2023,9
2025,23
2026,1
2027,7
2028,8
2029,17
2030,6
2031,15
2032,10
2033,2
2027,18
2034,24
2035,12
2036,22
2037,56
2037,56
2037,56
2037,56
2037,9
2037,9
2037,9
2037,9
2038,5
2039,9
2039,9
2040,9
2041,5
2042,17
2043,21
2044,16
2045,14
2046,11
2047,26
2048,1
2049,24
2050,27
2042,17
2043,21
2051,23
2052,7
2053,28
2054,11
2055,1
2045,14
2056,4
2057,15
2058,8
2059,6
2051,23
2060,23
2061,33
2053,28
2046,11
2060,23
2060,23
2060,23
2041,21
2060,23
2060,23
2062,0
2063,2
2064,4
2065,21
2066,2
2067,15
2068,1
2069,7
2070,18
2066,2
2071,1
2068,1
2072,7
2073,50
2074,30
2075,15
2076,4
2075,1
2076,3
2077,3
2078,2
2075,1
2079,7
2075,15
2076,4
2080,1
2081,2
2082,0
2083,1
2084,28
2085,8
2086,10
2087,32
2088,2
2089,26
2090,11
2091,15
2092,15
2093,28
2094,4
2095,10
2092,15
2096,22
2097,2
2098,16
2099,1
2100,4
2101,30
2098,16
2103,33
2104,24
2105,29
2106,12
2107,8
2108,8
2088,2
2109,27
2110,18
2111,5
2111,0
2111,0
2112,0
2113,19
2114,23
2115,14
2116,14
2117,14
2118,23
2119,14
2120,12
2121,47
2122,11
2123,32
2124,15
2125,24
2126,10
2127,1
2128,8
2129,14
2130,11
2131,2
2132,16
2133,13
2134,6
2135,14
2136,32
2137,4
2138,8
2139,23
2138,8
2139,23
2140,2
2138,8
2141,35
2142,23
2143,28
2144,24
2145,33
2146,3
2147,8
2148,24
2149,29
2150,28
2151,23
2152,3
2153,19
2154,11
2155,15
2156,2
2157,9
2158,7
2159,10
2160,47
2161,40
2162,34
2163,5
2164,3
2165,4
2166,17
2167,6
2168,4
2169,1
2170,19
2171,9
2172,10
2173,4
2174,15
2175,1
2176,12
2177,15
2178,3
2179,37
2180,22
2181,41
2182,6
2182,6
2183,0
2184,16
2185,15
2186,1
2187,21
2188,5
2189,21
2190,17
2191,3
2192,12
2194,16
2191,3
2195,5
2196,1
2197,1
2198,0
2199,1
2200,30
2201,5
2202,4
2204,15
2207,16
2208,4
2209,3
2210,21
2211,48
2212,50
2213,38
2214,39
2215,25
2216,38
2214,39
2217,3
2218,7
2219,9
2220,15
2221,12
2221,12
2217,1
2221,12
2222,18
2223,3
2224,23
2225,0
2226,7
2227,7
2228,5
2229,2
2230,4
2231,8
2232,15
2233,7
2234,9
2235,18
2236,19
2222,18
2237,23
2239,1
2240,11
2241,24
2242,21
2244,17
2244,17
2245,2
2246,9
2247,5
2249,15
2251,3
2251,1
2253,0
2254,6
2255,2
2256,4
2257,15
2258,0
2259,1
2260,10
2261,1
2262,9
2263,18
2264,4
2265,24
2266,4
2267,32
2268,5
2269,9
2270,4
2271,18
2273,0
2275,28
2276,7
2277,7
2278,33
2279,4
2280,4
2281,9
2282,23
2283,1
2284,23
2286,4
2287,9
2288,11
2289,7
2290,0
2291,33
2292,11
2293,18
2294,18
2295,9
2296,11
2297,28
2298,9
2299,12
2300,32
2301,18
2302,18
2304,0
2305,18
2306,11
2307,10
2308,4
2309,18
2310,9
2311,24
2312,9
2313,4
2314,18
2315,7
2316,11
2317,33
2318,24
2319,18
2320,4
2321,18
2322,4
2316,11
2323,2
2324,24
2325,16
2326,18
2327,28
2328,12
2329,18
2330,2
2331,1
2332,2
2333,9
2334,6
2335,29
2336,8
2337,7
2338,7
2339,47
2340,30
2340,30
2343,30
2344,46
2346,46
2347,6
2348,5
2349,1
2350,15
2351,4
2352,1
2353,3
2354,0
2355,15
2356,12
2357,3
2358,18
2359,7
2361,15
2362,12
2363,12
2364,12
2365,3
2366,0
2367,0
2368,3
2369,21
2370,21
2371,15
2372,23
2373,28
2374,38
2375,1
2376,18
2377,15
2378,21
2379,2
2377,15
2380,0
2378,21
2378,5
2375,1
2379,2
2381,7
2382,15
2383,18
2384,4
2385,12
2386,5
2387,13
2388,6
2389,12
2390,15
2391,0
2392,4
2393,24
2394,7
2396,11
2397,22
2398,5
2399,13
2398,5
2400,6
2400,6
2401,21
2402,1
2403,21
2404,3
2405,50
2406,17
2405,50
2407,8
2408,11
2411,12
2414,3
2415,4
2416,12
2417,15
2418,1
2417,15
2416,12
2417,15
2417,15
2419,0
2420,19
2421,24
2422,2
2423,8
2424,3
2425,23
2426,7
2427,18
2428,4
2429,9
2430,0
2431,15
2433,40
2434,54
2435,47
2436,15
2437,4
2438,53
2439,33
2440,1
2440,28
2440,28
2440,1
2441,24
2442,9
2443,6
2444,9
2445,15
2446,28
2447,4
2448,3
2449,24
2450,23
2451,2
2452,15
2454,33
2455,11
2456,23
2457,2
2458,4
2460,24
2461,12
2462,1
2463,2
2462,1
2462,1
2462,1
2462,1
2464,4
2465,22
2466,2
2467,6
2468,3
2469,22
2470,6
2469,5
2469,18
2471,13
2472,15
2481,46
2482,44
2483,47
2484,30
2484,30
2485,33
2486,46
2487,25
2488,40
2489,2
2490,9
2491,24
2492,8
2493,17
2494,0
2495,24
2494,0
2496,4
2497,15
2499,3
2500,16
2501,5
2502,6
2500,16
2503,12
2500,16
2504,9
2506,6
2507,21
2508,1
2509,12
2510,5
2511,6
2512,13
2513,4
2514,12
2515,22
2516,1
2517,4
2518,12
2519,7
2519,4
2520,8
2521,2
2522,14
2523,11
2524,3
2525,28
2526,21
2527,28
2528,21
2529,9
2530,4
2531,13
2532,1
2533,15
2534,8
2535,15
2535,15
2536,4
2537,9
2538,0
2539,5
2540,21
2541,18
2539,5
2541,18
2542,3
2543,4
2539,5
2543,4
2544,11
2545,9
2546,8
2547,4
2548,12
2549,15
2550,7
2551,12
2552,5
2553,8
2554,27
2555,6
2554,0
2556,54
2557,31
2554,0
2558,34
2559,35
2555,44
2554,27
2560,12
2561,15
2562,6
2563,5
2564,0
2565,3
2566,5
2567,9
2568,21
2569,12
2570,32
2571,12
2572,13
2573,4
2574,5
2575,16
2574,5
2576,19
2577,14
2578,22
2579,2
2580,2
2581,33
2583,23
2584,27
2586,17
2587,1
2588,23
2589,4
2590,15
2591,11
2592,24
2593,2
2594,10
2595,12
2596,15
2597,3
2598,12
2599,12
2600,7
2601,1
2602,12
2603,1
2604,12
2605,16
2606,19
2607,18
2608,12
2609,1
2610,21
2611,17
2612,16
2613,16
2614,16
2615,6
2616,28
2617,2
2618,13
2618,13
2619,12
2620,5
2621,16
2622,19
2623,16
2623,16
2624,1
2625,13
2626,21
2627,6
2628,13
2629,13
2630,6
2631,13
2632,6
2633,22
2634,12
2635,12
2636,5
2637,17
2638,16
2639,6
2640,13
2641,5
2642,17
2643,16
2644,10
2645,39
2646,38
2647,50
2648,50
2649,3
2650,15
2651,21
2652,16
2653,22
2654,18
2655,0
2656,3
2657,21
2658,1
2659,21
2660,6
2661,8
2662,19
2663,8
2664,23
2665,6
2666,24
2667,24
2668,0
2669,1
2670,24
2671,10
2672,1
2673,15
2673,15
2674,23
2675,1
2676,15
