"genre1,""genre2"",""name1"",""name2"""
"http://dbpedia.org/resource/Electronics_in_rock_music,""http://dbpedia.org/resource/Electronic_dance_music"",""Electronics in rock music"",""Electronic dance music"""
"http://dbpedia.org/resource/Hard_rock,""http://dbpedia.org/resource/Glam_metal"",""Hard rock"",""Glam metal"""
"http://dbpedia.org/resource/Hard_rock,""http://dbpedia.org/resource/Glam_rock"",""Hard rock"",""Glam rock"""
"http://dbpedia.org/resource/Acid_jazz,""http://dbpedia.org/resource/Nu_jazz"",""Acid jazz"",""Nu jazz"""
"http://dbpedia.org/resource/Southern_hip_hop,""http://dbpedia.org/resource/Trap_music"",""Southern hip hop"",""Trap music"""
"http://dbpedia.org/resource/Desi_hip_hop,""http://dbpedia.org/resource/Urban_contemporary"",""Desi hip hop"",""Urban contemporary"""
"http://dbpedia.org/resource/Oi!,""http://dbpedia.org/resource/Street_punk"",""Oi!"",""Street punk"""
"http://dbpedia.org/resource/Acid_house,""http://dbpedia.org/resource/Psychedelic_trance"",""Acid house"",""Psychedelic trance"""
"http://dbpedia.org/resource/Acid_trance,""http://dbpedia.org/resource/Psychedelic_trance"",""Acid trance"",""Psychedelic trance"""
"http://dbpedia.org/resource/Deathrock,""http://dbpedia.org/resource/Dark_cabaret"",""Deathrock"",""Dark cabaret"""
"http://dbpedia.org/resource/Nueva_ola,""http://dbpedia.org/resource/Latin_pop"",""Nueva ola"",""Latin pop"""
"http://dbpedia.org/resource/Thrash_metal,""http://dbpedia.org/resource/Groove_metal"",""Thrash metal"",""Groove metal"""
"http://dbpedia.org/resource/Doo-wop,""http://dbpedia.org/resource/Beach_music"",""Doo-wop"",""Beach music"""
"http://dbpedia.org/resource/Electronics_in_rock_music,""http://dbpedia.org/resource/Dream_pop"",""Electronics in rock music"",""Dream pop"""
"http://dbpedia.org/resource/Gothic_rock,""http://dbpedia.org/resource/Dream_pop"",""Gothic rock"",""Dream pop"""
"http://dbpedia.org/resource/Thrashcore,""http://dbpedia.org/resource/Powerviolence"",""Thrashcore"",""Powerviolence"""
"http://dbpedia.org/resource/Compas,""http://dbpedia.org/resource/Kizomba"",""Compas"",""Kizomba"""
"http://dbpedia.org/resource/Synthpop,""http://dbpedia.org/resource/Indietronica"",""Synthpop"",""Indietronica"""
"http://dbpedia.org/resource/Acid_house,""http://dbpedia.org/resource/New_Beat"",""Acid house"",""New Beat"""
"http://dbpedia.org/resource/Post-hardcore,""http://dbpedia.org/resource/Math_rock"",""Post-hardcore"",""Math rock"""
"http://dbpedia.org/resource/Electroclash,""http://dbpedia.org/resource/Tech_house"",""Electroclash"",""Tech house"""
"http://dbpedia.org/resource/Southern_hip_hop,""http://dbpedia.org/resource/Crunk"",""Southern hip hop"",""Crunk"""
"http://dbpedia.org/resource/Electropop,""http://dbpedia.org/resource/Chillwave"",""Electropop"",""Chillwave"""
"http://dbpedia.org/resource/Synthpop,""http://dbpedia.org/resource/Hi-NRG"",""Synthpop"",""Hi-NRG"""
"http://dbpedia.org/resource/Compas,""http://dbpedia.org/resource/Zouk"",""Compas"",""Zouk"""
"http://dbpedia.org/resource/Acid_rock,""http://dbpedia.org/resource/Stoner_metal"",""Acid rock"",""Stoner metal"""
"http://dbpedia.org/resource/Electroclash,""http://dbpedia.org/resource/Electrotech"",""Electroclash"",""Electrotech"""
"http://dbpedia.org/resource/Doo-wop,""http://dbpedia.org/resource/Vocal_surf"",""Doo-wop"",""Vocal surf"""
"http://dbpedia.org/resource/Electro_house,""http://dbpedia.org/resource/Melbourne_bounce"",""Electro house"",""Melbourne bounce"""
"http://dbpedia.org/resource/Nueva_ola,""http://dbpedia.org/resource/Rock_en_Español"",""Nueva ola"",""Rock en Español"""
