bands,artists,isActive,exitCount
1601,6243,1.0,0.0
1603,4133,1.0,0.0
1606,3511,1.0,0.0
1607,1327,0.0,1.0
1607,1357,0.0,1.0
1607,2613,0.0,1.0
1607,8628,0.0,1.0
1608,5558,1.0,0.0
1608,9110,0.0,1.0
1622,2309,0.0,1.0
1622,5707,1.0,0.0
1626,9964,0.0,1.0
1628,5426,1.0,0.0
1628,9342,1.0,0.0
1628,9732,1.0,0.0
1628,9742,0.0,1.0
1629,9102,1.0,0.0
1632,6671,1.0,0.0
1632,7045,1.0,0.0
1633,5032,1.0,0.0
1633,6653,1.0,0.0
1633,8067,0.0,1.0
1633,8102,1.0,0.0
1633,10082,0.0,1.0
1634,1105,0.0,1.0
1634,4613,0.0,2.0
1634,6117,0.0,1.0
1634,7005,0.0,1.0
1635,527,1.0,0.0
1635,1779,0.0,1.0
1635,3789,0.0,1.0
1635,4004,0.0,1.0
1635,6192,1.0,0.0
1635,7406,0.0,1.0
1635,7653,0.0,1.0
1635,7698,1.0,0.0
1635,7715,0.0,1.0
1635,8364,0.0,2.0
1635,9841,0.0,1.0
1635,10024,0.0,1.0
1635,10622,1.0,0.0
1635,10765,0.0,1.0
1637,3768,0.0,1.0
1637,11394,0.0,1.0
1638,10645,1.0,0.0
1639,4464,1.0,0.0
1639,10554,1.0,0.0
1639,10719,1.0,0.0
1639,11304,1.0,0.0
1640,1458,0.0,1.0
1640,2755,0.0,1.0
1640,8402,0.0,1.0
1641,5524,0.0,1.0
1641,6254,0.0,1.0
1641,11307,0.0,1.0
1641,11391,0.0,1.0
1643,3399,1.0,0.0
1643,11437,1.0,0.0
1645,5471,0.0,1.0
1647,217,0.0,1.0
1647,3295,0.0,1.0
1648,1390,1.0,0.0
1648,4458,0.0,1.0
1648,5039,0.0,1.0
1648,5397,1.0,0.0
1648,5413,0.0,1.0
1648,5920,0.0,1.0
1648,5994,0.0,1.0
1648,6044,0.0,1.0
1648,6660,1.0,0.0
1648,7052,0.0,1.0
1648,8532,0.0,1.0
1648,9008,0.0,1.0
1648,9485,0.0,1.0
1648,9689,1.0,0.0
1649,1062,0.0,1.0
1650,1013,1.0,0.0
1650,2364,0.0,1.0
1650,4511,1.0,0.0
1650,5705,0.0,1.0
1650,7223,1.0,0.0
1650,7321,1.0,0.0
1650,8480,0.0,1.0
1650,10696,0.0,1.0
1650,11099,0.0,1.0
1651,414,0.0,1.0
1651,417,1.0,0.0
1651,2307,0.0,1.0
1651,3541,0.0,1.0
1651,7074,0.0,1.0
1651,7573,1.0,0.0
1651,8090,1.0,0.0
1652,4500,1.0,0.0
1652,5037,1.0,0.0
1652,7232,1.0,0.0
1652,9173,1.0,0.0
1655,9445,1.0,0.0
1657,10620,0.0,1.0
1659,5672,0.0,1.0
1660,5746,0.0,1.0
1660,10550,0.0,1.0
1660,10999,0.0,1.0
1663,1888,0.0,2.0
1663,7489,0.0,1.0
1663,10826,1.0,0.0
1664,1412,1.0,0.0
1664,3005,1.0,0.0
1664,10254,1.0,0.0
1664,11359,1.0,0.0
1665,97,1.0,0.0
1665,4541,1.0,0.0
1665,4916,1.0,0.0
1665,7194,1.0,0.0
1665,7549,1.0,0.0
1665,8245,1.0,0.0
1665,9502,0.0,1.0
1666,104,1.0,0.0
1666,2334,1.0,0.0
1666,4675,1.0,0.0
1666,5422,0.0,1.0
1667,2415,1.0,0.0
1667,10943,1.0,0.0
1668,1460,1.0,0.0
1668,2028,1.0,0.0
1668,2199,1.0,0.0
1668,4619,1.0,0.0
1668,4799,1.0,0.0
1668,5183,0.0,1.0
1668,6126,0.0,1.0
1668,6910,0.0,1.0
1668,7218,0.0,1.0
1668,7601,1.0,0.0
1668,10330,1.0,0.0
1668,11069,1.0,0.0
1670,9579,0.0,1.0
1671,8307,1.0,0.0
1671,10059,1.0,0.0
1673,624,1.0,0.0
1673,813,1.0,0.0
1673,2097,0.0,1.0
1674,1910,0.0,1.0
1674,5638,0.0,1.0
1674,8503,1.0,0.0
1675,4355,0.0,1.0
1678,5567,1.0,0.0
1678,8182,0.0,1.0
1680,2103,0.0,1.0
1680,10456,0.0,1.0
1681,6357,1.0,0.0
1681,11183,0.0,1.0
1682,4497,0.0,1.0
1686,1777,1.0,0.0
1688,6901,0.0,1.0
1689,6742,0.0,1.0
1691,1384,0.0,1.0
1691,4213,1.0,0.0
1691,4941,0.0,1.0
1691,6103,0.0,1.0
1691,10451,0.0,1.0
1691,10820,0.0,1.0
1693,8590,0.0,1.0
1693,8893,0.0,1.0
1693,11232,0.0,1.0
1694,5111,0.0,1.0
1696,6537,1.0,0.0
1696,8476,1.0,0.0
1697,192,0.0,1.0
1697,1829,0.0,1.0
1699,1545,1.0,0.0
1699,9464,1.0,0.0
1703,2519,1.0,0.0
1703,2559,1.0,0.0
1703,9526,1.0,0.0
1704,5350,1.0,0.0
1706,9177,1.0,0.0
1708,1753,0.0,1.0
1708,7108,1.0,0.0
1708,7766,0.0,2.0
1708,7808,1.0,0.0
1708,10150,0.0,1.0
1708,10917,1.0,0.0
1708,11357,0.0,1.0
1709,5783,1.0,0.0
1709,6464,1.0,0.0
1713,507,0.0,1.0
1713,548,1.0,0.0
1713,2216,1.0,0.0
1714,10419,1.0,0.0
1716,779,0.0,1.0
1717,10799,1.0,0.0
1718,6784,0.0,1.0
1720,10756,1.0,0.0
1721,4584,1.0,0.0
1721,8192,1.0,0.0
1722,1158,0.0,1.0
1722,9064,1.0,0.0
1723,7613,1.0,0.0
1723,11003,1.0,0.0
1723,11193,1.0,0.0
1725,5736,1.0,0.0
1726,42,0.0,1.0
1728,10200,1.0,0.0
1731,10674,0.0,1.0
1733,501,0.0,1.0
1733,535,0.0,1.0
1733,2064,0.0,1.0
1733,3992,0.0,1.0
1733,6326,0.0,1.0
1733,7451,0.0,1.0
1733,7892,0.0,1.0
1733,8920,0.0,1.0
1733,8952,0.0,1.0
1733,9618,0.0,1.0
1733,10570,0.0,1.0
1737,6168,1.0,0.0
1741,3012,0.0,1.0
1741,5118,1.0,0.0
1744,3756,0.0,1.0
1744,8734,1.0,0.0
1751,2382,0.0,1.0
1751,11109,0.0,1.0
1752,7499,0.0,1.0
1752,11504,0.0,1.0
1754,6882,1.0,0.0
1758,7444,1.0,0.0
1760,1548,1.0,0.0
1760,1958,1.0,0.0
1760,11326,1.0,0.0
1762,4122,0.0,2.0
1762,4858,0.0,1.0
1762,6297,0.0,1.0
1766,5673,1.0,0.0
1767,3471,0.0,1.0
1767,3576,1.0,0.0
1767,3885,0.0,1.0
1767,5409,1.0,0.0
1767,8470,1.0,0.0
1767,11223,1.0,0.0
1768,5943,0.0,1.0
1768,10638,0.0,1.0
1771,8846,1.0,0.0
1771,8898,0.0,1.0
1771,9470,1.0,0.0
1771,10355,1.0,0.0
1772,485,1.0,0.0
1772,4034,1.0,0.0
1772,6850,1.0,0.0
1772,10681,0.0,1.0
1773,5779,1.0,0.0
1774,9893,1.0,0.0
1776,4095,1.0,0.0
1778,11177,1.0,0.0
1780,6080,0.0,1.0
1781,6720,1.0,0.0
1786,106,0.0,1.0
1786,1020,0.0,1.0
1786,3315,1.0,0.0
1786,4460,0.0,1.0
1786,4514,0.0,1.0
1786,4596,0.0,1.0
1786,4890,1.0,0.0
1786,5221,1.0,0.0
1786,5711,0.0,1.0
1786,6084,0.0,1.0
1786,7411,0.0,1.0
1786,7609,0.0,1.0
1786,9091,0.0,1.0
1786,9741,0.0,1.0
1786,10335,1.0,0.0
1787,898,0.0,1.0
1787,2406,0.0,1.0
1787,4265,0.0,1.0
1787,5292,0.0,1.0
1787,5574,0.0,1.0
1787,10323,0.0,1.0
1788,101,1.0,0.0
1788,165,1.0,0.0
1788,636,0.0,1.0
1789,2762,0.0,1.0
1789,7784,1.0,0.0
1790,8154,0.0,1.0
1795,5182,1.0,0.0
1795,7398,1.0,0.0
1795,7990,1.0,0.0
1796,1006,1.0,0.0
1796,3528,1.0,0.0
1796,5083,1.0,0.0
1796,9019,0.0,1.0
1796,9030,0.0,1.0
1796,10889,1.0,0.0
1797,487,0.0,1.0
1797,1475,0.0,1.0
1797,2330,0.0,1.0
1797,5756,0.0,1.0
1797,7561,0.0,1.0
1800,784,0.0,1.0
1800,1112,0.0,1.0
1800,1961,0.0,1.0
1800,3084,0.0,1.0
1800,5012,0.0,1.0
1800,5467,0.0,1.0
1800,6688,0.0,1.0
1800,8253,0.0,1.0
1800,8337,0.0,1.0
1800,9378,0.0,1.0
1800,9810,0.0,1.0
1803,637,1.0,0.0
1803,1984,1.0,0.0
1803,1986,1.0,0.0
1805,7488,1.0,0.0
1805,8110,1.0,0.0
1805,9141,1.0,0.0
1806,5704,1.0,0.0
1807,6985,0.0,1.0
1807,7440,0.0,1.0
1807,10796,0.0,1.0
1808,2691,0.0,1.0
1808,3883,1.0,0.0
1808,7059,1.0,0.0
1808,7087,1.0,0.0
1808,8620,0.0,1.0
1808,8937,0.0,1.0
1809,5701,0.0,2.0
1813,4831,1.0,0.0
1813,4880,1.0,0.0
1813,4927,0.0,1.0
1813,5072,1.0,0.0
1813,7793,1.0,0.0
1813,7810,1.0,0.0
1813,8422,0.0,1.0
1814,946,0.0,2.0
1814,2802,0.0,1.0
1814,5170,0.0,1.0
1814,6079,0.0,1.0
1814,7664,0.0,1.0
1814,10000,0.0,1.0
1816,349,1.0,0.0
1817,533,0.0,1.0
1817,4266,0.0,1.0
1817,4548,1.0,0.0
1817,5387,0.0,1.0
1817,6823,0.0,1.0
1817,7372,0.0,1.0
1817,7570,1.0,0.0
1818,4403,1.0,0.0
1818,6305,1.0,0.0
1819,6854,1.0,0.0
1820,653,1.0,0.0
1820,2480,1.0,0.0
1820,3795,1.0,0.0
1820,4721,1.0,0.0
1820,4869,0.0,1.0
1820,6193,0.0,1.0
1820,11194,1.0,0.0
1822,3596,1.0,0.0
1822,10083,0.0,1.0
1831,5124,0.0,1.0
1831,10099,1.0,0.0
1836,1421,0.0,1.0
1836,2468,0.0,1.0
1837,10269,0.0,1.0
1838,2847,0.0,1.0
1838,2862,0.0,1.0
1838,3642,0.0,1.0
1838,6658,0.0,1.0
1840,694,1.0,0.0
1840,5865,1.0,0.0
1840,9294,1.0,0.0
1840,11028,1.0,0.0
1845,1178,1.0,0.0
1845,5017,1.0,0.0
1845,7091,1.0,0.0
1845,8586,1.0,0.0
1845,8587,0.0,1.0
1845,9163,1.0,0.0
1846,769,0.0,1.0
1846,3836,0.0,1.0
1846,4344,0.0,1.0
1846,5014,0.0,1.0
1846,6983,0.0,1.0
1846,9727,0.0,1.0
1846,10796,0.0,1.0
1847,444,0.0,1.0
1847,5044,1.0,0.0
1847,10867,0.0,1.0
1850,314,1.0,0.0
1850,1074,1.0,0.0
1850,3365,0.0,1.0
1850,3955,0.0,1.0
1850,5125,1.0,0.0
1850,6903,0.0,1.0
1850,7862,1.0,0.0
1850,9329,0.0,1.0
1850,9450,1.0,0.0
1852,1506,1.0,0.0
1852,2237,1.0,0.0
1852,10066,1.0,0.0
1853,5748,1.0,0.0
1855,73,1.0,0.0
1855,5851,1.0,0.0
1857,2270,1.0,0.0
1857,3154,1.0,0.0
1857,4262,0.0,1.0
1857,10701,0.0,1.0
1857,10803,0.0,1.0
1859,2455,1.0,0.0
1859,4682,1.0,0.0
1859,8111,1.0,0.0
1859,9700,1.0,0.0
1859,10308,1.0,0.0
1862,9627,1.0,0.0
1865,3941,1.0,0.0
1865,4938,0.0,1.0
1865,8714,0.0,1.0
1865,8815,0.0,1.0
1865,10051,0.0,1.0
1870,382,1.0,0.0
1870,7037,1.0,0.0
1870,8988,1.0,0.0
1870,9000,1.0,0.0
1870,10708,1.0,0.0
1872,6188,0.0,1.0
1875,4138,0.0,1.0
1876,1494,1.0,0.0
1877,60,1.0,0.0
1877,65,1.0,0.0
1877,7848,1.0,0.0
1879,4585,0.0,1.0
1880,2998,0.0,2.0
1880,5336,0.0,1.0
1880,10362,0.0,1.0
1880,10847,0.0,1.0
1881,1604,1.0,0.0
1881,4328,1.0,0.0
1881,7130,0.0,1.0
1882,102,0.0,1.0
1882,1365,0.0,1.0
1882,5183,0.0,1.0
1882,7942,0.0,1.0
1882,9595,0.0,1.0
1882,10944,0.0,1.0
1883,1586,0.0,1.0
1883,5930,0.0,1.0
1884,3034,1.0,0.0
1885,391,0.0,1.0
1885,1103,0.0,1.0
1885,5611,0.0,1.0
1885,6637,0.0,1.0
1885,8806,0.0,1.0
1886,6015,0.0,1.0
1887,2407,0.0,1.0
1887,8778,1.0,0.0
1888,1522,1.0,0.0
1888,3690,1.0,0.0
1888,5501,1.0,0.0
1888,9580,1.0,0.0
1889,897,0.0,1.0
1889,964,1.0,0.0
1889,2554,0.0,1.0
1889,3436,0.0,1.0
1889,4962,0.0,1.0
1889,5120,0.0,1.0
1889,6469,0.0,1.0
1889,7922,0.0,1.0
1889,8096,1.0,0.0
1889,8138,0.0,1.0
1889,8201,0.0,1.0
1889,8725,0.0,1.0
1889,9230,0.0,1.0
1889,9620,0.0,1.0
1889,10041,0.0,1.0
1889,10158,0.0,1.0
1889,10429,0.0,1.0
1889,10836,0.0,1.0
1889,11013,0.0,1.0
1891,5906,0.0,1.0
1891,9002,0.0,1.0
1893,1259,0.0,1.0
1893,2139,0.0,1.0
1893,2532,0.0,1.0
1893,6799,0.0,1.0
1893,9166,0.0,1.0
1895,4051,1.0,0.0
1895,6518,1.0,0.0
1895,6651,1.0,0.0
1895,7976,1.0,0.0
1895,11516,0.0,2.0
1896,182,1.0,0.0
1896,1076,0.0,1.0
1896,1349,1.0,0.0
1896,1380,1.0,0.0
1896,1525,0.0,1.0
1896,2650,1.0,0.0
1896,2800,0.0,1.0
1896,7640,1.0,0.0
1896,9103,0.0,1.0
1898,197,1.0,0.0
1898,4530,1.0,0.0
1898,4649,0.0,1.0
1899,3191,1.0,0.0
1899,3343,0.0,1.0
1900,2476,1.0,0.0
1904,2543,0.0,1.0
1904,2995,0.0,1.0
1904,3701,1.0,0.0
1904,4582,1.0,0.0
1904,5008,1.0,0.0
1904,5068,0.0,1.0
1904,5342,0.0,1.0
1904,7699,0.0,1.0
1904,8793,1.0,0.0
1904,9005,0.0,1.0
1904,9044,0.0,1.0
1905,3145,1.0,0.0
1906,1236,1.0,0.0
1908,1442,1.0,0.0
1908,2108,1.0,0.0
1908,3064,0.0,1.0
1908,8904,0.0,1.0
1908,9167,0.0,1.0
1908,9953,0.0,1.0
1908,10316,1.0,0.0
1908,10953,0.0,1.0
1909,8021,0.0,1.0
1909,8627,0.0,1.0
1909,8994,0.0,1.0
1909,9948,0.0,1.0
1909,9962,0.0,1.0
1911,10119,1.0,0.0
1911,10649,0.0,1.0
1912,6219,1.0,0.0
1912,7818,0.0,1.0
1912,11190,0.0,1.0
1913,8184,1.0,0.0
1913,9431,0.0,1.0
1913,10915,1.0,0.0
1914,110,1.0,0.0
1914,1682,1.0,0.0
1914,2442,1.0,0.0
1914,10966,1.0,0.0
1916,352,1.0,0.0
1916,11355,1.0,0.0
1917,1297,0.0,1.0
1917,2879,1.0,0.0
1917,4023,1.0,0.0
1917,6787,0.0,1.0
1917,7467,1.0,0.0
1918,1219,1.0,0.0
1918,2458,1.0,0.0
1918,4486,0.0,1.0
1918,6185,0.0,1.0
1918,9017,1.0,0.0
1918,9284,0.0,1.0
1920,8902,1.0,0.0
1922,2362,1.0,0.0
1922,4383,0.0,1.0
1922,6744,1.0,0.0
1922,8652,1.0,0.0
1922,9800,1.0,0.0
1923,2733,0.0,1.0
1923,10942,0.0,1.0
1925,2742,0.0,1.0
1926,8099,0.0,1.0
1926,8232,1.0,0.0
1929,7762,1.0,0.0
1929,10453,1.0,0.0
1930,33,1.0,0.0
1930,1405,1.0,0.0
1930,1415,1.0,0.0
1930,7184,1.0,0.0
1930,9687,1.0,0.0
1932,1571,0.0,1.0
1932,3231,0.0,1.0
1932,3389,0.0,1.0
1932,6388,0.0,1.0
1932,6828,1.0,0.0
1932,8473,0.0,1.0
1933,317,0.0,2.0
1933,363,0.0,2.0
1933,6132,1.0,0.0
1934,4063,0.0,1.0
1935,3386,0.0,1.0
1935,8034,1.0,0.0
1937,530,0.0,1.0
1937,1297,0.0,1.0
1937,1406,0.0,1.0
1937,2658,0.0,1.0
1937,3123,0.0,1.0
1937,3641,0.0,1.0
1937,3865,0.0,1.0
1937,5354,0.0,1.0
1937,8449,0.0,1.0
1937,8691,0.0,1.0
1938,496,1.0,0.0
1939,707,1.0,0.0
1939,9403,0.0,1.0
1940,2824,1.0,0.0
1940,3239,1.0,0.0
1940,6235,1.0,0.0
1940,7284,0.0,2.0
1940,7646,1.0,0.0
1940,8228,0.0,1.0
1940,10408,1.0,0.0
1940,10737,1.0,0.0
1943,994,1.0,0.0
1943,2545,0.0,1.0
1943,5916,1.0,0.0
1943,9724,0.0,1.0
1943,10132,1.0,0.0
1945,304,1.0,0.0
1945,1733,0.0,1.0
1945,3711,1.0,0.0
1945,4423,0.0,1.0
1945,8298,1.0,0.0
1945,8412,1.0,0.0
1945,9140,1.0,0.0
1947,4082,0.0,1.0
1947,4846,0.0,1.0
1947,6085,1.0,0.0
1947,6591,1.0,0.0
1947,7900,1.0,0.0
1948,279,0.0,1.0
1948,843,1.0,0.0
1948,1232,1.0,0.0
1948,1810,1.0,0.0
1948,3652,0.0,2.0
1948,7607,1.0,0.0
1949,972,0.0,1.0
1949,1640,0.0,1.0
1949,3519,0.0,1.0
1949,3524,0.0,1.0
1950,9739,1.0,0.0
1951,5237,0.0,1.0
1951,7616,0.0,1.0
1951,8530,0.0,1.0
1951,10844,0.0,1.0
1952,4151,1.0,0.0
1952,5095,1.0,0.0
1952,10476,1.0,0.0
1952,10590,1.0,0.0
1953,122,0.0,1.0
1953,4808,0.0,1.0
1953,6437,0.0,1.0
1953,8013,1.0,0.0
1954,374,0.0,1.0
1954,808,0.0,1.0
1954,2618,1.0,0.0
1954,9366,0.0,1.0
1954,9918,1.0,0.0
1954,10273,0.0,1.0
1954,10430,0.0,1.0
1954,11138,0.0,1.0
1955,4250,0.0,1.0
1955,4255,0.0,1.0
1955,5104,0.0,1.0
1955,5116,1.0,0.0
1955,7115,0.0,1.0
1955,8717,0.0,1.0
1955,8722,1.0,0.0
1955,10404,1.0,0.0
1956,2331,1.0,0.0
1956,2775,1.0,0.0
1956,2776,0.0,1.0
1956,3264,0.0,1.0
1956,4673,0.0,1.0
1956,4748,0.0,1.0
1956,7496,1.0,0.0
1957,2534,0.0,1.0
1957,2542,1.0,0.0
1957,3735,1.0,0.0
1957,4338,1.0,0.0
1957,4523,1.0,0.0
1958,9433,0.0,1.0
1963,5973,0.0,1.0
1964,652,0.0,1.0
1964,6747,1.0,0.0
1964,7163,1.0,0.0
1964,8844,1.0,0.0
1964,8857,0.0,1.0
1965,618,0.0,2.0
1965,3073,0.0,1.0
1965,3902,0.0,1.0
1965,6213,1.0,0.0
1965,9967,0.0,1.0
1965,11303,0.0,1.0
1966,1376,0.0,1.0
1966,2049,1.0,0.0
1966,3860,1.0,0.0
1966,6852,0.0,2.0
1966,9211,1.0,0.0
1967,4306,1.0,0.0
1971,5739,1.0,0.0
1972,3994,1.0,0.0
1972,6313,0.0,1.0
1972,10487,0.0,1.0
1974,1818,0.0,1.0
1974,3755,1.0,0.0
1975,992,1.0,0.0
1975,2315,0.0,1.0
1975,2344,1.0,0.0
1975,4828,1.0,0.0
1975,6047,0.0,1.0
1975,7373,0.0,1.0
1976,4121,1.0,0.0
1976,6470,1.0,0.0
1976,7310,1.0,0.0
1976,9341,1.0,0.0
1976,10797,0.0,1.0
1977,3238,0.0,1.0
1977,7821,1.0,0.0
1977,8796,1.0,0.0
1977,10613,1.0,1.0
1978,1007,1.0,0.0
1978,5591,1.0,0.0
1978,6576,0.0,1.0
1978,7585,1.0,0.0
1978,7660,1.0,0.0
1978,9283,1.0,0.0
1979,1226,1.0,0.0
1979,1800,1.0,0.0
1980,194,0.0,1.0
1980,1150,0.0,1.0
1980,1761,0.0,1.0
1980,2427,0.0,1.0
1980,2433,0.0,1.0
1980,2634,0.0,1.0
1980,2756,0.0,1.0
1980,2955,0.0,1.0
1980,3609,1.0,0.0
1980,3691,1.0,0.0
1980,3699,1.0,0.0
1980,4910,0.0,1.0
1980,6001,1.0,0.0
1980,6899,0.0,1.0
1980,7230,1.0,0.0
1980,7259,0.0,1.0
1980,9260,0.0,1.0
1981,366,0.0,1.0
1981,1733,1.0,0.0
1981,3904,0.0,1.0
1981,4780,1.0,0.0
1981,6130,0.0,1.0
1981,6842,1.0,0.0
1981,7190,0.0,1.0
1981,8164,0.0,1.0
1981,9138,0.0,1.0
1981,10302,0.0,1.0
1981,10568,0.0,1.0
1983,852,0.0,1.0
1983,1149,0.0,1.0
1983,1352,1.0,0.0
1983,3019,0.0,1.0
1983,5026,1.0,0.0
1983,6907,1.0,0.0
1983,7842,0.0,1.0
1983,8038,0.0,1.0
1983,8685,0.0,1.0
1983,9113,0.0,1.0
1983,11381,1.0,0.0
1984,440,1.0,0.0
1984,614,0.0,1.0
1984,6536,1.0,0.0
1984,6746,0.0,1.0
1984,10643,1.0,0.0
1988,2893,1.0,0.0
1992,11264,1.0,0.0
1993,7758,0.0,1.0
1994,1351,0.0,1.0
1994,8371,0.0,1.0
1994,9180,0.0,1.0
1996,5584,1.0,0.0
1997,2808,0.0,1.0
1997,3589,1.0,0.0
1997,4618,0.0,1.0
1997,4867,1.0,0.0
1998,1773,0.0,1.0
1998,3122,1.0,0.0
1998,3696,0.0,1.0
1998,6016,0.0,1.0
1998,7487,1.0,0.0
1998,7687,0.0,1.0
1998,8286,1.0,0.0
1998,9725,1.0,0.0
1998,10808,1.0,0.0
1999,1505,0.0,1.0
1999,1695,0.0,1.0
1999,3929,0.0,1.0
1999,4957,0.0,1.0
2000,607,0.0,1.0
2000,3228,1.0,0.0
2002,3344,1.0,0.0
2002,4010,0.0,2.0
2002,4115,1.0,0.0
2002,6414,1.0,0.0
2002,11526,1.0,0.0
2005,147,1.0,0.0
2005,1630,1.0,0.0
2006,5871,1.0,0.0
2006,5932,1.0,0.0
2006,7858,1.0,0.0
2006,8957,1.0,0.0
2008,1535,1.0,0.0
2008,2654,1.0,0.0
2008,10437,1.0,0.0
2008,11156,1.0,0.0
2011,2479,1.0,0.0
2011,2952,1.0,0.0
2011,5007,0.0,1.0
2011,6767,1.0,0.0
2011,8118,0.0,1.0
2012,5159,1.0,0.0
2012,5705,1.0,0.0
2012,10279,0.0,1.0
2012,11298,1.0,0.0
2014,671,1.0,0.0
2014,9151,1.0,0.0
2015,156,0.0,2.0
2015,3229,1.0,0.0
2015,7789,0.0,1.0
2015,7818,1.0,0.0
2016,1382,1.0,0.0
2016,1393,0.0,1.0
2016,2286,0.0,1.0
2016,3433,1.0,0.0
2016,3938,1.0,0.0
2016,4899,1.0,0.0
2016,9726,1.0,0.0
2020,6173,1.0,0.0
2023,3973,1.0,0.0
2023,10654,1.0,0.0
2025,6034,1.0,0.0
2025,6290,1.0,0.0
2025,8876,1.0,0.0
2032,1920,0.0,1.0
2032,2687,1.0,0.0
2032,3021,0.0,1.0
2032,7397,1.0,0.0
2032,9402,0.0,1.0
2032,10334,1.0,0.0
2034,453,0.0,1.0
2034,1960,0.0,1.0
2034,3599,0.0,1.0
2034,4377,0.0,2.0
2034,5581,0.0,1.0
2034,5622,0.0,1.0
2034,6205,0.0,1.0
2034,7426,0.0,1.0
2034,10716,0.0,1.0
2035,4228,1.0,0.0
2035,6028,1.0,0.0
2035,9570,0.0,1.0
2035,10594,1.0,0.0
2035,11477,1.0,0.0
2036,4691,0.0,1.0
2036,5962,0.0,1.0
2037,7367,0.0,1.0
2039,1844,1.0,0.0
2039,2784,0.0,1.0
2039,2869,1.0,0.0
2039,5162,1.0,0.0
2039,5192,1.0,0.0
2039,7902,0.0,1.0
2039,10707,1.0,0.0
2040,2734,1.0,0.0
2041,1800,1.0,0.0
2041,7617,0.0,1.0
2043,2615,1.0,0.0
2043,3694,0.0,2.0
2043,5102,0.0,2.0
2045,1915,1.0,0.0
2045,4256,0.0,1.0
2046,5016,1.0,0.0
2046,6071,1.0,0.0
2047,10677,1.0,0.0
2049,1137,1.0,0.0
2049,1533,1.0,0.0
2049,5752,1.0,0.0
2049,8884,0.0,1.0
2049,11296,1.0,0.0
2051,1912,0.0,1.0
2052,1675,0.0,1.0
2052,2046,1.0,0.0
2052,7636,1.0,0.0
2052,11319,1.0,0.0
2055,1432,1.0,0.0
2055,9982,1.0,0.0
2057,5734,1.0,0.0
2057,11450,1.0,0.0
2059,2837,1.0,0.0
2059,4790,1.0,0.0
2059,5183,0.0,1.0
2059,7231,1.0,0.0
2060,1031,1.0,0.0
2060,7107,1.0,0.0
2061,6360,0.0,1.0
2061,7097,0.0,1.0
2061,8433,0.0,1.0
2061,11120,0.0,2.0
2062,1221,1.0,0.0
2062,5060,0.0,1.0
2062,5180,1.0,0.0
2062,5234,1.0,0.0
2062,8906,0.0,1.0
2062,9074,0.0,1.0
2062,10336,1.0,0.0
2062,10852,1.0,0.0
2063,1102,0.0,1.0
2063,2606,0.0,1.0
2063,3846,0.0,1.0
2063,4406,0.0,1.0
2063,5226,0.0,1.0
2063,5265,0.0,1.0
2063,5684,0.0,1.0
2063,7105,0.0,1.0
2063,8265,0.0,1.0
2063,8397,0.0,1.0
2063,9920,0.0,1.0
2063,10001,0.0,2.0
2063,10063,0.0,1.0
2064,5476,1.0,0.0
2064,7518,1.0,0.0
2065,1014,0.0,1.0
2065,5945,0.0,1.0
2065,5946,0.0,1.0
2065,10788,0.0,1.0
2066,1615,1.0,0.0
2066,1625,1.0,0.0
2066,1851,1.0,0.0
2066,3099,0.0,1.0
2066,8311,1.0,0.0
2067,3412,1.0,0.0
2067,9331,1.0,0.0
2068,53,1.0,0.0
2068,7777,1.0,0.0
2073,8625,1.0,0.0
2073,10148,1.0,0.0
2076,2185,0.0,1.0
2076,3027,0.0,1.0
2076,3030,0.0,1.0
2076,7495,0.0,1.0
2078,3156,0.0,1.0
2078,7919,1.0,0.0
2078,10165,1.0,0.0
2080,3679,0.0,1.0
2081,4947,1.0,0.0
2081,6565,1.0,0.0
2082,10421,1.0,0.0
2083,2065,0.0,1.0
2083,2879,0.0,1.0
2085,5022,1.0,0.0
2086,4785,1.0,0.0
2086,9049,1.0,0.0
2093,260,1.0,0.0
2093,3668,0.0,1.0
2093,6525,0.0,1.0
2096,3251,1.0,0.0
2096,3514,1.0,0.0
2096,4783,1.0,0.0
2096,4984,0.0,1.0
2096,7473,0.0,1.0
2096,10858,1.0,0.0
2096,10962,0.0,1.0
2097,5949,0.0,1.0
2098,1511,1.0,0.0
2098,3637,1.0,0.0
2098,5358,1.0,0.0
2098,5521,0.0,1.0
2098,8523,1.0,0.0
2099,10096,1.0,1.0
2103,3917,1.0,0.0
2103,4323,1.0,0.0
2104,1154,1.0,0.0
2104,7592,1.0,0.0
2104,8316,0.0,1.0
2104,9161,1.0,0.0
2104,9441,1.0,0.0
2106,5129,1.0,0.0
2107,3981,0.0,1.0
2107,8286,0.0,1.0
2107,10742,1.0,0.0
2108,7318,1.0,0.0
2109,7737,0.0,1.0
2110,6520,0.0,1.0
2115,4862,0.0,1.0
2115,6010,0.0,1.0
2115,11090,0.0,1.0
2116,605,1.0,0.0
2116,8610,1.0,0.0
2117,11403,1.0,0.0
2118,4300,1.0,0.0
2118,5901,1.0,0.0
2118,7764,0.0,1.0
2119,938,0.0,1.0
2119,1449,1.0,0.0
2119,9670,0.0,1.0
2119,11388,1.0,0.0
2120,2506,1.0,0.0
2123,3978,1.0,0.0
2123,5340,0.0,1.0
2123,6629,1.0,0.0
2123,9157,0.0,1.0
2124,2059,1.0,0.0
2124,2673,1.0,0.0
2124,4170,1.0,0.0
